20 2.237132729146908 0.6744972454011018 0.5508805972477611 0.5121565367373854
50 2.4125265454734546 0.7899589860410139 0.5727762892237107 0.5998615891384109
100 2.393324209351581 1.1919018281963436 0.584774008451983 0.6369130121739757
200 2.8195731057075775 1.8392459750160999 0.7128758164967339 0.6645151579393682
500 3.7806734332656675 3.1191563784362155 1.1907607923920762 0.970279967200328
1000 5.814225095498091 6.676085178296434 1.61027485450291 1.5225317293654126
2000 7.887051197952081 11.13780020799168 2.6687335306587734 2.556432462701492
5000 17.278701629837016 27.80383571642836 7.299140685931407 8.471082191780823
10000 32.70795640871825 52.02744191161768 12.007068186362726 15.083006798640271
20000 66.06963854458216 106.25273410635745 30.263181527389047 27.73588924430228
50000 152.14467232767234 337.87783316683317 66.78035464535463 57.70462137862138
100000 434.0818443113772 643.5063333333334 150.96568063872255 138.22519161676647
200000 1525.1056494023903 1954.696298804781 1011.1886693227092 948.3949203187251
500000 5394.397693069307 4332.585831683168 2007.775316831683 2140.3404356435644
